Concatenate (EBS),Supplier,PO No  ( EBS ),PO ( EBS ) Delivery Date,MRR No. ( EBS ),MRR Date ( EBS ),MRR No. ( Fusion ),MRR Release Date,Invoice Number,Invoice Ref.
17460-5110,PARADISE TRADERS,17460,2023-08-05,5110,2023-12-19,5322,,0,Not Submitted
17460-5110,PARADISE TRADERS,17460,2023-08-17,5110,2023-12-19,5322,,0,Not Submitted
17460-5110,PARADISE TRADERS,17460,2023-08-30,5110,2023-12-19,5322,,0,Not Submitted
17460-5110,PARADISE TRADERS,17460,2023-08-30,5110,2023-12-19,5322,,0,Not Submitted
17460-5110,PARADISE TRADERS,17460,2023-08-05,5110,2023-12-19,5322,,0,Not Submitted
17460-5110,PARADISE TRADERS,17460,2023-07-04,5110,2023-12-19,5322,,0,Not Submitted
17460-5110,PARADISE TRADERS,17460,2023-07-04,5110,2023-12-19,5322,,0,Not Submitted
17460-5110,PARADISE TRADERS,17460,2023-07-04,5110,2023-12-19,5322,,0,Not Submitted
17460-5110,PARADISE TRADERS,17460,2023-07-04,5110,2023-12-19,5322,,0,Not Submitted
17460-5110,PARADISE TRADERS,17460,2023-07-04,5110,2023-12-19,5322,,0,Not Submitted
17460-5110,PARADISE TRADERS,17460,2023-07-04,5110,2023-12-19,5322,,0,Not Submitted
17943-5109,M/S. CHANDNA CORPORATION,17943,2023-12-06,5109,2023-12-15,5321,,0,Not Submitted
17879-5108,WAHEED BHAI CARPENTER,17879,2023-11-17,5108,2023-12-15,5320,,0,Not Submitted
17879-5108,WAHEED BHAI CARPENTER,17879,2023-11-17,5108,2023-12-15,5320,,0,Not Submitted
17879-5108,WAHEED BHAI CARPENTER,17879,2023-11-17,5108,2023-12-15,5320,,0,Not Submitted
17879-5108,WAHEED BHAI CARPENTER,17879,2023-11-17,5108,2023-12-15,5320,,0,Not Submitted
17900-5107,PURIOTECH,17900,2023-12-07,5107,2023-12-13,5319,,0,Not Submitted
17900-5107,PURIOTECH,17900,2023-12-07,5107,2023-12-13,5319,,0,Not Submitted
17900-5107,PURIOTECH,17900,2023-12-07,5107,2023-12-13,5319,,0,Not Submitted
17572-5098,SALIK ENTERPRISES,17572,2023-09-08,5098,2023-12-04,5310,,0,Not Submitted
17884-5097,TEKNOKRAT,17884,2023-10-30,5097,2023-12-04,5309,,0,Not Submitted
17918-5096,PROFESSIONAL,17918,2023-12-01,5096,2023-12-02,5308,,0,Not Submitted
17918-5096,PROFESSIONAL,17918,2023-12-01,5096,2023-12-02,5308,,0,Not Submitted
17424-5059,M/S. UNIVERSAL ENGINEERING,17424,2023-08-14,5059,2023-11-14,5272,,0,Not Submitted
17596-5032,Irshad Sarwar,17596,2023-10-19,5032,2023-10-23,0,,0,Not Submitted
17596-5032,Irshad Sarwar,17596,2023-10-19,5032,2023-10-23,5245,,0,Not Submitted
17596-5032,Irshad Sarwar,17596,2023-10-19,5032,2023-10-23,0,,0,Not Submitted
17596-5032,Irshad Sarwar,17596,2023-10-19,5032,2023-10-23,5245,,0,Not Submitted
15529-5029,"SHANGHAI YIZHONG MACHINERY CO., LTD.",15529,2022-09-27,5029,2023-10-17,5242,,0,Not Submitted
15928-5028,"SHANGHAI YIZHONG MACHINERY CO., LTD.",15928,2022-11-07,5028,2023-10-17,5241,,0,Not Submitted
17596-5027,Irshad Sarwar,17596,2023-10-19,5027,2023-10-17,5240,,0,Not Submitted
17596-5027,Irshad Sarwar,17596,2023-10-19,5027,2023-10-17,5240,,0,Not Submitted
17596-5027,Irshad Sarwar,17596,2023-10-19,5027,2023-10-17,5240,,0,Not Submitted
17596-5027,Irshad Sarwar,17596,2023-10-19,5027,2023-10-17,5240,,0,Not Submitted
17351-4990,TARIQ HASAN SIDDIQUI -CASH PURCHASES,17351,2023-09-06,4990,2023-09-27,0,,0,Not Submitted
17351-4990,TARIQ HASAN SIDDIQUI -CASH PURCHASES,17351,2023-09-06,4990,2023-09-27,0,,0,Not Submitted
17351-4990,TARIQ HASAN SIDDIQUI -CASH PURCHASES,17351,2023-09-06,4990,2023-09-27,0,,0,Not Submitted
17351-4990,TARIQ HASAN SIDDIQUI -CASH PURCHASES,17351,2023-09-06,4990,2023-09-27,0,,0,Not Submitted
16057-4868,BEIJING DEEPALL INTERNATIONAL TRADE CO. LTD.,16057,2022-08-03,4868,2023-07-10,5082,,0,Not Submitted
16447-4790,Syed Arshad Ali,16447,2023-02-20,4790,2023-05-30,5002,,0,Not Submitted
16447-4790,Syed Arshad Ali,16447,2023-02-20,4790,2023-05-30,5002,,0,Not Submitted
16447-4790,Syed Arshad Ali,16447,2023-02-20,4790,2023-05-30,5002,,0,Not Submitted
16447-4790,Syed Arshad Ali,16447,2023-02-20,4790,2023-05-30,5002,,0,Not Submitted
16447-4790,Syed Arshad Ali,16447,2023-02-20,4790,2023-05-30,5002,,0,Not Submitted
16447-4790,Syed Arshad Ali,16447,2023-02-20,4790,2023-05-30,5002,,0,Not Submitted
16447-4790,Syed Arshad Ali,16447,2023-02-20,4790,2023-05-30,5002,,0,Not Submitted
16447-4790,Syed Arshad Ali,16447,2023-02-20,4790,2023-05-30,5002,,0,Not Submitted
16447-4790,Syed Arshad Ali,16447,2023-02-20,4790,2023-05-30,5002,,0,Not Submitted
16447-4790,Syed Arshad Ali,16447,2023-02-20,4790,2023-05-30,5002,,0,Not Submitted
16447-4790,Syed Arshad Ali,16447,2023-02-20,4790,2023-05-30,5002,,0,Not Submitted
16447-4790,Syed Arshad Ali,16447,2023-02-20,4790,2023-05-30,5002,,0,Not Submitted
16447-4790,Syed Arshad Ali,16447,2023-02-20,4790,2023-05-30,5002,,0,Not Submitted
16447-4790,Syed Arshad Ali,16447,2023-02-20,4790,2023-05-30,5002,,0,Not Submitted
16631-4788,Syed Arshad Ali,16631,2023-03-14,4788,2023-05-29,5003,,0,Not Submitted
16631-4788,Syed Arshad Ali,16631,2023-03-14,4788,2023-05-29,5003,,0,Not Submitted
16210-4787,Irshad Sarwar,16210,2023-02-07,4787,2023-05-25,5019,,0,Not Submitted
16718-4785,"SHANGHAI YIZHONG MACHINERY CO., LTD.",16718,2023-04-12,4785,2023-05-22,4999,,0,Not Submitted
16718-4785,"SHANGHAI YIZHONG MACHINERY CO., LTD.",16718,2023-04-12,4785,2023-05-22,4999,,0,Not Submitted
16639-4780,Muhammad Raza,16639,2023-04-03,4780,2023-05-17,4996,,0,Not Submitted
16607-4776,Syed Arshad Ali,16607,2023-03-09,4776,2023-05-16,4992,,0,Not Submitted
16607-4776,Syed Arshad Ali,16607,2023-03-09,4776,2023-05-16,4992,,0,Not Submitted
16520-4775,Syed Arshad Ali,16520,2023-03-02,4775,2023-05-16,4991,,0,Not Submitted
16520-4775,Syed Arshad Ali,16520,2023-03-02,4775,2023-05-16,4991,,0,Not Submitted
16520-4775,Syed Arshad Ali,16520,2023-03-02,4775,2023-05-16,4991,,0,Not Submitted
16608-4774,Syed Arshad Ali,16608,2023-03-09,4774,2023-05-16,4990,,0,Not Submitted
16604-4773,Syed Arshad Ali,16604,2023-03-07,4773,2023-05-16,4989,,0,Not Submitted
16604-4773,Syed Arshad Ali,16604,2023-03-07,4773,2023-05-16,4989,,0,Not Submitted
16639-4765,Muhammad Raza,16639,2023-04-03,4765,2023-05-10,4981,,0,Not Submitted
16639-4765,Muhammad Raza,16639,2023-04-03,4765,2023-05-10,4981,,0,Not Submitted
16542-4763,Syed Arshad Ali,16542,2023-03-02,4763,2023-05-10,4979,,0,Not Submitted
16542-4763,Syed Arshad Ali,16542,2023-03-02,4763,2023-05-10,4979,,0,Not Submitted
16542-4763,Syed Arshad Ali,16542,2023-03-02,4763,2023-05-10,4979,,0,Not Submitted
16542-4763,Syed Arshad Ali,16542,2023-03-02,4763,2023-05-10,4979,,0,Not Submitted
16542-4763,Syed Arshad Ali,16542,2023-03-02,4763,2023-05-10,4979,,0,Not Submitted
16542-4763,Syed Arshad Ali,16542,2023-03-02,4763,2023-05-10,4979,,0,Not Submitted
16542-4763,Syed Arshad Ali,16542,2023-03-02,4763,2023-05-10,4979,,0,Not Submitted
16601-4762,Syed Arshad Ali,16601,2023-03-06,4762,2023-05-09,4978,,0,Not Submitted
16601-4762,Syed Arshad Ali,16601,2023-03-08,4762,2023-05-09,4978,,0,Not Submitted
16601-4762,Syed Arshad Ali,16601,2023-03-08,4762,2023-05-09,4978,,0,Not Submitted
16601-4762,Syed Arshad Ali,16601,2023-03-08,4762,2023-05-09,4978,,0,Not Submitted
16601-4762,Syed Arshad Ali,16601,2023-03-08,4762,2023-05-09,4978,,0,Not Submitted
16601-4762,Syed Arshad Ali,16601,2023-03-08,4762,2023-05-09,4978,,0,Not Submitted
16601-4762,Syed Arshad Ali,16601,2023-03-08,4762,2023-05-09,4978,,0,Not Submitted
16601-4762,Syed Arshad Ali,16601,2023-03-08,4762,2023-05-09,4978,,0,Not Submitted
16601-4762,Syed Arshad Ali,16601,2023-03-08,4762,2023-05-09,4978,,0,Not Submitted
16601-4762,Syed Arshad Ali,16601,2023-03-08,4762,2023-05-09,4978,,0,Not Submitted
16601-4762,Syed Arshad Ali,16601,2023-03-08,4762,2023-05-09,4978,,0,Not Submitted
16601-4762,Syed Arshad Ali,16601,2023-03-08,4762,2023-05-09,4978,,0,Not Submitted
16601-4762,Syed Arshad Ali,16601,2023-03-08,4762,2023-05-09,4978,,0,Not Submitted
16601-4762,Syed Arshad Ali,16601,2023-03-08,4762,2023-05-09,4978,,0,Not Submitted
16601-4762,Syed Arshad Ali,16601,2023-03-08,4762,2023-05-09,4978,,0,Not Submitted
16601-4762,Syed Arshad Ali,16601,2023-03-08,4762,2023-05-09,4978,,0,Not Submitted
16603-4761,Syed Arshad Ali,16603,2023-03-06,4761,2023-05-09,4977,,0,Not Submitted
16603-4761,Syed Arshad Ali,16603,2023-03-07,4761,2023-05-09,4977,,0,Not Submitted
16603-4761,Syed Arshad Ali,16603,2023-03-07,4761,2023-05-09,4977,,0,Not Submitted
16603-4761,Syed Arshad Ali,16603,2023-03-07,4761,2023-05-09,4977,,0,Not Submitted
16603-4761,Syed Arshad Ali,16603,2023-03-07,4761,2023-05-09,4977,,0,Not Submitted
16603-4761,Syed Arshad Ali,16603,2023-03-07,4761,2023-05-09,4977,,0,Not Submitted
16603-4761,Syed Arshad Ali,16603,2023-03-07,4761,2023-05-09,4977,,0,Not Submitted
16603-4761,Syed Arshad Ali,16603,2023-03-07,4761,2023-05-09,4977,,0,Not Submitted
16603-4761,Syed Arshad Ali,16603,2023-03-07,4761,2023-05-09,4977,,0,Not Submitted
16603-4761,Syed Arshad Ali,16603,2023-03-07,4761,2023-05-09,4977,,0,Not Submitted
16603-4761,Syed Arshad Ali,16603,2023-03-07,4761,2023-05-09,4977,,0,Not Submitted
16603-4761,Syed Arshad Ali,16603,2023-03-07,4761,2023-05-09,4977,,0,Not Submitted
16603-4761,Syed Arshad Ali,16603,2023-03-07,4761,2023-05-09,4977,,0,Not Submitted
16603-4761,Syed Arshad Ali,16603,2023-03-07,4761,2023-05-09,4977,,0,Not Submitted
16603-4761,Syed Arshad Ali,16603,2023-03-07,4761,2023-05-09,4977,,0,Not Submitted
16603-4761,Syed Arshad Ali,16603,2023-03-07,4761,2023-05-09,4977,,0,Not Submitted
16603-4761,Syed Arshad Ali,16603,2023-03-07,4761,2023-05-09,4977,,0,Not Submitted
16603-4761,Syed Arshad Ali,16603,2023-03-07,4761,2023-05-09,4977,,0,Not Submitted
16603-4761,Syed Arshad Ali,16603,2023-03-07,4761,2023-05-09,4977,,0,Not Submitted
16603-4761,Syed Arshad Ali,16603,2023-03-07,4761,2023-05-09,4977,,0,Not Submitted
16603-4761,Syed Arshad Ali,16603,2023-03-07,4761,2023-05-09,4977,,0,Not Submitted
16603-4761,Syed Arshad Ali,16603,2023-03-07,4761,2023-05-09,4977,,0,Not Submitted
16603-4761,Syed Arshad Ali,16603,2023-03-07,4761,2023-05-09,4977,,0,Not Submitted
16603-4761,Syed Arshad Ali,16603,2023-03-07,4761,2023-05-09,4977,,0,Not Submitted
16603-4761,Syed Arshad Ali,16603,2023-03-07,4761,2023-05-09,4977,,0,Not Submitted
16649-4760,Syed Arshad Ali,16649,2023-03-23,4760,2023-05-09,4976,,0,Not Submitted
16649-4760,Syed Arshad Ali,16649,2023-03-27,4760,2023-05-09,4976,,0,Not Submitted
16649-4760,Syed Arshad Ali,16649,2023-03-27,4760,2023-05-09,4976,,0,Not Submitted
16649-4760,Syed Arshad Ali,16649,2023-03-27,4760,2023-05-09,4976,,0,Not Submitted
16649-4760,Syed Arshad Ali,16649,2023-03-27,4760,2023-05-09,4976,,0,Not Submitted
16649-4760,Syed Arshad Ali,16649,2023-03-27,4760,2023-05-09,4976,,0,Not Submitted
16649-4760,Syed Arshad Ali,16649,2023-03-27,4760,2023-05-09,4976,,0,Not Submitted
16637-4759,Syed Arshad Ali,16637,2023-03-20,4759,2023-05-09,4975,,0,Not Submitted
16637-4759,Syed Arshad Ali,16637,2023-03-20,4759,2023-05-09,4975,,0,Not Submitted
16624-4758,Syed Arshad Ali,16624,2023-03-15,4758,2023-05-09,0,,0,Not Submitted
16624-4758,Syed Arshad Ali,16624,2023-03-16,4758,2023-05-09,4974,,0,Not Submitted
16624-4758,Syed Arshad Ali,16624,2023-03-16,4758,2023-05-09,4974,,0,Not Submitted
16624-4758,Syed Arshad Ali,16624,2023-03-16,4758,2023-05-09,4974,,0,Not Submitted
16641-4757,Syed Arshad Ali,16641,2023-03-20,4757,2023-05-09,4973,,0,Not Submitted
16641-4757,Syed Arshad Ali,16641,2023-03-20,4757,2023-05-09,4973,,0,Not Submitted
16602-4756,Syed Arshad Ali,16602,2023-02-21,4756,2023-05-09,4972,,0,Not Submitted
16374-4752,Muhammad Raza,16374,2023-02-15,4752,2023-05-04,4967,,0,Not Submitted
16374-4752,Muhammad Raza,16374,2023-02-15,4752,2023-05-04,4967,,0,Not Submitted
16449-4751,Muhammad Raza,16449,2022-12-30,4751,2023-05-04,4966,,0,Not Submitted
16449-4751,Muhammad Raza,16449,2023-03-20,4751,2023-05-04,4966,,0,Not Submitted
16449-4751,Muhammad Raza,16449,2023-03-20,4751,2023-05-04,4966,,0,Not Submitted
16449-4751,Muhammad Raza,16449,2023-03-20,4751,2023-05-04,4966,,0,Not Submitted
16449-4751,Muhammad Raza,16449,2023-03-21,4751,2023-05-04,4966,,0,Not Submitted
16375-4733,Muhammad Raza,16375,2023-03-02,4733,2023-03-30,4946,,0,Not Submitted
16375-4732,Muhammad Raza,16375,2023-03-02,4732,2023-03-30,4945,,0,Not Submitted
16032-4731,Muhammad Raza,16032,2022-12-16,4731,2023-03-30,4944,,0,Not Submitted
15996-4730,Muhammad Raza,15996,2023-01-04,4730,2023-03-30,4948,,0,Not Submitted
15996-4729,Muhammad Raza,15996,2023-01-04,4729,2023-03-30,4943,,0,Not Submitted
15996-4725,Muhammad Raza,15996,2022-11-02,4725,2023-03-30,4939,,0,Not Submitted
15996-4725,Muhammad Raza,15996,2023-01-04,4725,2023-03-30,4939,,0,Not Submitted
15996-4725,Muhammad Raza,15996,2023-01-04,4725,2023-03-30,4939,,0,Not Submitted
15996-4725,Muhammad Raza,15996,2022-11-02,4725,2023-03-30,4939,,0,Not Submitted
16298-4724,Muhammad Raza,16298,2023-03-03,4724,2023-03-30,4938,,0,Not Submitted
16298-4724,Muhammad Raza,16298,2023-03-03,4724,2023-03-30,4938,,0,Not Submitted
15910-4723,Muhammad Raza,15910,2023-01-10,4723,2023-03-30,4937,,0,Not Submitted
15910-4723,Muhammad Raza,15910,2023-01-10,4723,2023-03-30,4937,,0,Not Submitted
15747-4658,HAKIMI TRADERS,15747,2022-12-01,4658,2023-02-17,0,,0,Not Submitted
15747-4633,HAKIMI TRADERS,15747,2022-12-01,4633,2023-02-11,0,,0,Not Submitted
15491-4604,ADVANCE ENGINEERING GROUP,15491,2022-10-28,4604,2023-01-27,4818,,0,Not Submitted
17897-201,BIOFAC A/S.,17897,2023-11-10,201,2023-12-15,0,,0,Not Submitted
17897-200,BIOFAC A/S.,17897,2023-11-10,200,2023-12-15,0,,0,Not Submitted
17733-199,SURGE LABORATORIES PRIVATE LIMITED,17733,2023-11-10,199,2023-11-08,0,,0,Not Submitted
16850-198,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED,16850,2023-06-12,198,2023-06-07,0,,0,Not Submitted
16850-197,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED,16850,2023-06-12,197,2023-06-07,0,,0,Not Submitted
16850-196,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED,16850,2023-06-12,196,2023-06-07,0,,0,Not Submitted
16850-195,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED,16850,2023-06-12,195,2023-06-07,0,,0,Not Submitted
16850-194,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED,16850,2023-06-12,194,2023-06-07,0,,0,Not Submitted
16850-193,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED,16850,2023-06-12,193,2023-06-07,0,,0,Not Submitted
16684-192,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED,16684,2023-05-16,192,2023-05-17,0,,0,Not Submitted
16684-191,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED,16684,2023-05-16,191,2023-05-17,0,,0,Not Submitted
16684-190,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED,16684,2023-05-16,190,2023-05-17,0,,0,Not Submitted
16684-189,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED,16684,2023-05-16,189,2023-05-17,0,,0,Not Submitted
16684-188,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED,16684,2023-05-16,188,2023-05-17,0,,0,Not Submitted
16684-187,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED,16684,2023-05-16,187,2023-05-17,0,,0,Not Submitted
16385-186,PHARMAGEN LIMITED,16385,2023-03-31,186,2023-03-22,221,2023-04-07,0,Not Submitted
