Concatenate (Fusion),Concatenate (EBS),S. No.,Supplier Name,Purchase Order No,EBS No,Fusion Receipt No,Invoice Ref.
13314-7660,13314--,8338,A. G. Associates,13314,-,7660,5064
13315-7659,13315--,8339,A. G. Associates,13315,-,7659,5068
12910-7664,12910--,8340,A. G. Associates,12910,-,7664,5049
13160-3833,13160-3772,8341,Delta Control Automation Co.,13160,3772,3833,151
13002-7709,13002-,8342,Ghulam Muhammad Sons,13002,,7709,492
13002-7710,13002-,8343,Ghulam Muhammad Sons,13002,,7710,492
13002-7711,13002-,8344,Ghulam Muhammad Sons,13002,,7711,492
12821-3860,12821-3799,8345,Intek Process,12821,3799,3860,IP-0016
13180-7640,13180-4346,8346,Mark Ventures,13180,4346,7640,MV/4026/21-22
13290-7669,13290-4366,8347,Maxim Pakistan,13290,4366,7669,MXP1060
12918-7684,12918--,8348,New Tech Service,12918,-,7684,NTS/108/22-BPPL
13216-7639,13216-4345,8349,New Tech Service,13216,4345,7639,NTS/278/21-BPPL
13294-7671,13294-4368,8350,Pak Gases,13294,4368,7671,4200
12715-7693,12715--,8351,Prime Engineering Application Services,12715,-,7693,64
13300-7680,13300--,8352,Professional,13300,-,7680,40
13137-3835,13137-3774,8353,Syscom Control Air Inc.,13137,3774,3835,223
13164-3854,13164-3793,8354,Waheed Bhai Carpenter,13164,3793,3854,13164-273
13164-7688,13164--,8355,Waheed Bhai Carpenter,13164,-,7688,13164-273
13162-3856,13162-3795,8356,Waheed Bhai Carpenter,13162,3795,3856,13162-272
12053-3855,12053-3794,8357,Waheed Bhai Carpenter,12053,3794,3855,12053-271
12053-7689,12053--,8358,Waheed Bhai Carpenter,12053,-,7689,12053-271
12256-7690,12256--,8359,Waheed Bhai Carpenter,12256,-,7690,12256-270
13163-7691,13163--,8360,Waheed Bhai Carpenter,13163,-,7691,13163-269
12909-7692,12909--,8361,Waheed Bhai Carpenter,12909,-,7692,12909-268
13037-7715,13037-4385,8362,Rauf Electronic Equipment Services,13037,4385,7715,2368/21-22
12611-,12611-462,8363,SWS (PVT) LIMITED,12611,462,,4561
13125-9353,13125-9981,8364,SWS (PVT) LIMITED,13125,9981,9353,4568
13365--,13365-9976,8365,FORBEST CHEMICALS,13365,9976,-,242
13317-9342,13317-9962,8366,REBORN INDUSTIRES (PVT) LTD,13317,9962,9342,581
13196-,13196-9977,8367,IDEAPAC,13196,9977,,1221/02/110
13091-,13091-9956,8368,MANSOOR CHEM,13091,9956,,2369
13059-9158,13059-9735,8369,A. M. YOUSUF & CO.,13059,9735,9158,AMY/2239
13436-7724,13436-4389,8370,Pearl Oil Trading Company,13436,4389,7724,916
13481-7725,13481-4388,8371,Pearl Oil Trading Company,13481,4388,7725,286
13026-,13026-10005,8372,Metier Plastic,13026,10005,,21220266
13026-,13026-10018,8373,Metier Plastic,13026,10018,,21220270
13026-,13026-10034,8374,Metier Plastic,13026,10034,,21220277
13117-9338,13117-9968,8375,Metier Plastic,13117,9968,9338,21220255
13117-9364,13117-9974,8376,Metier Plastic,13117,9974,9364,21220256
13117-9370,13117-9987,8377,Metier Plastic,13117,9987,9370,21220258
13117-9363,13117-9998,8378,Metier Plastic,13117,9998,9363,21220260
13117-9360,13117-9994,8379,Metier Plastic,13117,9994,9360,21220261
13117-9368,13117-9999,8380,Metier Plastic,13117,9999,9368,21220263
13117-9362,13117-10002,8381,Metier Plastic,13117,10002,9362,21220265
13117-,13117-10009,8382,Metier Plastic,13117,10009,,21220267
13117-,13117-10015,8383,Metier Plastic,13117,10015,,21220272
13117-,13117-10016,8384,Metier Plastic,13117,10016,,21220272
13117-,13117-10030,8385,Metier Plastic,13117,10030,,21220273
13117-,13117-10035,8386,Metier Plastic,13117,10035,,21220278
13117-,13117-10036,8387,Metier Plastic,13117,10036,,21220279
13237-9361,13237-10001,8388,Metier Plastic,13237,10001,9361,21220264
13237-,13237-10010,8389,Metier Plastic,13237,10010,,21220268
13237-,13237-10017,8390,Metier Plastic,13237,10017,,21220271
13248-9352,13248-9979,8391,Metier Plastic,13248,9979,9352,21220257
13248-9366,13248-9980,8392,Metier Plastic,13248,9980,9366,21220257
13248-9357,13248-9988,8393,Metier Plastic,13248,9988,9357,21220259
13248-9359,13248-9993,8394,Metier Plastic,13248,9993,9359,21220262
13248-,13248-10023,8395,Metier Plastic,13248,10023,,21220269
13248-,13248-10024,8396,Metier Plastic,13248,10024,,21220269
13248-,13248-10029,8397,Metier Plastic,13248,10029,,21220274
13248-,13248-10033,8398,Metier Plastic,13248,10033,,21220275
13248-,13248-10040,8399,Metier Plastic,13248,10040,,21220276
12148-,12148-10007,8400,Metier Impressions,12148,10007,,21220657
12148-,12148-10020,8401,Metier Impressions,12148,10020,,21220666
12193-,12193-10019,8402,Metier Impressions,12193,10019,,21220665
12716-9367,12716-9992,8403,Metier Impressions,12716,9992,9367,21220643
12760-7695,12760-4377,8404,Metier Impressions,12760,4377,7695,21220652
12760-7696,12760-4378,8405,Metier Impressions,12760,4378,7696,21220653
12828-9355,12828-9984,8406,Metier Impressions,12828,9984,9355,21220636
13008-,13008-9986,8407,Metier Impressions,13008,9986,,21220638
13008-,13008-10000,8408,Metier Impressions,13008,10000,,21220650
13118-9343,13118-9975,8409,Metier Impressions,13118,9975,9343,21220631
13118-9344,13118-10008,8410,Metier Impressions,13118,10008,9344,21220659
13120-9356,13120-9985,8411,Metier Impressions,13120,9985,9356,21220637
13126-,13126-10022,8412,Metier Impressions,13126,10022,,21220667
13173-9351,13173-9973,8413,Metier Impressions,13173,9973,9351,21220630
13173-,13173-10028,8414,Metier Impressions,13173,10028,,21220669
13249-9354,13249-9983,8415,Metier Impressions,13249,9983,9354,21220639
13327-9348,13327-10006,8416,Metier Impressions,13327,10006,9348,21220658
13327-,13327-10021,8417,Metier Impressions,13327,10021,,21220668
13269-,13269-10031,8418,Metier Ampoule,13269,10031,,21220657
13456-7729,13456-4393,8419,Pakistan Oxygen ,13456,4393,7729,371776275
13456-7730,13456-4394,8420,Pakistan Oxygen ,13456,4394,7730,371776276
13456-7731,13456-4395,8421,Pakistan Oxygen ,13456,4395,7731,371776912
13456-7732,13456-4396,8422,Pakistan Oxygen ,13456,4396,7732,371778231
13456-7733,13456-4397,8423,Pakistan Oxygen ,13456,4397,7733,371778829
12971-7668,12971-4365,8424,Pak Packages Industries,12971,4365,7668,204
13467-7722,13467-,8425,D-Tech Waste Solutions,13467,,7722,DT-001025
12474-7705,12474-4382,8426,ZS Technology,12474,4382,7705,ZST/082/21-BPPL
12821-3860,12821-3799,8427,Intek Process,12821,3799,3860,IP-0016
12091-9198,12091-9796,8428,Laboratory Scientific Supplies,12091,9796,9198,SI0002397
13439-7740,13439-,8429,Aim Tec,13439,,7740,AMT/BP/JAN-22/ENV/JR-01006
13444-7741,13444-,8430,Aim Tec,13444,,7741,AMT/BP/JAN-22/ENV/JR-01002
4931-7719,4931--,8431,Afzal Engineering Works,4931,-,7719,1201-4931
4931-7593,4931--,8432,Afzal Engineering Works,4931,-,7593,1201-4931
12100-7735,12100-4399,8433,DG Khan Cement,12100,4399,7735,NSKHI-940/685534/29-OCT-21
12100-7736,12100-,8434,DG Khan Cement,12100,,7736,NSKHI-940/685534/29-OCT-21
13159-3874,13159-3812,8435,Hac & Sons,13159,3812,3874,22-K/SLT-2710
12555-7720,12555--,8436,Industrial Links International,12555,-,7720,ILI-BILL/BPL-38/22
12555-7721,12555--,8437,Industrial Links International,12555,-,7721,ILI-BILL/BPL-38/22
324-3893,324-3831,8438,Karimi Electromech Systems,324,3831,3893,635
12933-3888,12933-3825,8439,Khwaja Traders,12933,3825,3888,238
12380-7615,12380--,8440,M. S. Engineering,12380,-,7615,S-0000109
11699-7717,11699-4386,8441,Micro Scientific Co.,11699,4386,7717,14950
5496-7728,5496-4392,8442,Micro Scientific Co.,5496,4392,7728,14951
13388-7743,13388-4402,8443,Sasa Metal Industries,13388,4402,7743,2532/22
11269-7064,11269--,8444,Telecom Engineering Company,11269,-,7064,TEC/SST-119/2021/2022
13508-7739,13508-4400,8445,The Scientific Corporation,13508,4400,7739,9
12148-9401,12148-10038,8446,Metier Impressions,12148,10038,9401,21220678
12148-9406,12148-10041,8447,Metier Impressions,12148,10041,9406,21220682
12500-9402,12500-10039,8448,Metier Impressions,12500,10039,9402,21220677
12716-9374,12716-10004,8449,Metier Impressions,12716,10004,9374,21220651
12716-9388,12716-10014,8450,Metier Impressions,12716,10014,9388,21220651
12716-9413,12716-10059,8451,Metier Impressions,12716,10059,9413,21220695
12716-9414,12716-10060,8452,Metier Impressions,12716,10060,9414,21220696
12828-,12828-10047,8453,Metier Impressions,12828,10047,,21220689
13120-9415,13120-10061,8454,Metier Impressions,13120,10061,9415,21220698
13249-,13249-10046,8455,Metier Impressions,13249,10046,,21220690
13249-,13249-10063,8456,Metier Impressions,13249,10063,,21220697
13306-,13306-10067,8457,Metier Impressions,13306,10067,,21220701
13409-9369,13409-10037,8458,Metier Impressions,13409,10037,9369,21220676
13026-9409,13026-10044,8459,Metier Plastic,13026,10044,9409,21220281
13026-9418,13026-10056,8460,Metier Plastic,13026,10056,9418,21220284
13117-9407,13117-10042,8461,Metier Plastic,13117,10042,9407,21220280
13117-9419,13117-10057,8462,Metier Plastic,13117,10057,9419,21220283
13117-9416,13117-10064,8463,Metier Plastic,13117,10064,9416,21220285
13117-,13117-10068,8464,Metier Plastic,13117,10068,,21220286
13117-,13117-10069,8465,Metier Plastic,13117,10069,,21220287
13394-,13394-10058,8466,Metier Plastic,13394,10058,,21220282
13297-,13297-10055,8467,Metier Ampoule,13297,10055,,21220692
13466-7747,13466-,8468,Pakistan Oxygen ,13466,,7747,371770072
13466-7748,13466-,8469,Pakistan Oxygen ,13466,,7748,371777671
13456-7745,13456-4406,8470,Pakistan Oxygen ,13456,4406,7745,371780459
13456-7752,13456-4410,8471,Pakistan Oxygen ,13456,4410,7752,371780597
13514-7742,13514-4401,8472,Al-Hilal Packaging,13514,4401,7742,983
13308-9410,13308-10048,8473,AL NAFAY GRAVURE,13308,10048,9410,824
12718-,12718-10049,8474,AL NAFAY GRAVURE,12718,10049,,824
13387-,13387-10050,8475,AL NAFAY GRAVURE,13387,10050,,824
13387-,13387-10051,8476,AL NAFAY GRAVURE,13387,10051,,824
13250-,13250-10052,8477,AL NAFAY GRAVURE,13250,10052,,824
13498-,13498-10054,8478,MANSOOR CHEM,13498,10054,,2414
13554-7764,13554-4414,8479,Pearl Oil Trading Company,13554,4414,7764,292
13530-7774,13530-4423,8480,Pearl Oil Trading Company,13530,4423,7774,287
13551-7775,13551-4424,8481,Pearl Oil Trading Company,13551,4424,7775,291
13558-7776,13558-4425,8482,Pearl Oil Trading Company,13558,4425,7776,917
13588-7786,13588-,8483,Muhammad Ahsan Contractor,13588,,7786,13588-274
13420-3912,13420-3850,8484,A. G. Associates,13420,3850,3912,5063
13420-7781,13420-,8485,A. G. Associates,13420,,7781,5063
